##Temp./°C	DSC/(mW/mg)
	GFP
217,57889	0,161554074094358
217,82889	0,161914074094358
218,07889	0,162044074094358
218,32889	0,162244074094358
218,57889	0,162714074094358
218,82889	0,162994074094358
219,07889	0,162754074094358
219,32889	0,163034074094358
219,57889	0,163274074094358
219,82889	0,163424074094358
220,07889	0,163494074094358
220,32889	0,163644074094358
220,57889	0,163994074094358
220,82889	0,164514074094358
221,07889	0,164484074094358
221,32889	0,164314074094358
221,57889	0,164434074094358
221,82889	0,165334074094358
222,07889	0,164984074094358
222,32889	0,165524074094358
222,57889	0,165424074094358
222,82889	0,165814074094358
223,07889	0,166124074094358
223,32889	0,166184074094358
223,57889	0,166474074094358
223,82889	0,166524074094358
224,07889	0,166514074094358
224,32889	0,166724074094358
224,57889	0,167054074094358
224,82889	0,166974074094358
225,07889	0,167894074094358
225,32889	0,167494074094358
225,57889	0,168304074094358
225,82889	0,168374074094358
226,07889	0,168374074094358
226,32889	0,168424074094358
226,57889	0,168354074094358
226,82889	0,168814074094358
227,07889	0,169024074094358
227,32889	0,169164074094358
227,57889	0,170094074094358
227,82889	0,169504074094358
228,07889	0,169844074094358
228,32889	0,170034074094358
228,57889	0,170434074094358
228,82889	0,170044074094358
229,07889	0,170464074094358
229,32889	0,170504074094358
229,57889	0,171014074094358
229,82889	0,170954074094358
230,07889	0,171274074094358
230,32889	0,171924074094358
230,57889	0,171454074094358
230,82889	0,171744074094358
231,07889	0,172134074094358
231,32889	0,171924074094358
231,57889	0,172384074094358
231,82889	0,172444074094358
232,07889	0,172594074094358
232,32889	0,173304074094358
232,57889	0,173154074094358
232,82889	0,173464074094358
233,07889	0,173874074094358
233,32889	0,173654074094358
233,57889	0,173594074094358
233,82889	0,174344074094358
234,07889	0,174294074094358
234,32889	0,174554074094358
234,57889	0,175034074094358
234,82889	0,175154074094358
235,07889	0,175434074094358
235,32889	0,175384074094358
235,57889	0,176204074094358
235,82889	0,176604074094358
236,07889	0,176104074094358
236,32889	0,176364074094358
236,57889	0,177324074094358
236,82889	0,176784074094358
237,07889	0,177764074094358
237,32889	0,177864074094358
237,57889	0,177324074094358
237,82889	0,177914074094358
238,07889	0,177584074094358
238,32889	0,178394074094358
238,57889	0,178354074094358
238,82889	0,178544074094358
239,07889	0,178584074094358
239,32889	0,179104074094358
239,57889	0,178734074094358
239,82889	0,179554074094358
240,07889	0,179404074094358
240,32889	0,179584074094358
240,57889	0,179654074094358
240,82889	0,179894074094358
241,07889	0,180124074094358
241,32889	0,180674074094358
241,57889	0,180644074094358
241,82889	0,180714074094358
242,07889	0,180624074094358
242,32889	0,181454074094358
242,57889	0,181104074094358
242,82889	0,181084074094358
243,07889	0,181584074094358
243,32889	0,181644074094358
243,57889	0,182274074094358
243,82889	0,182454074094358
244,07889	0,182644074094358
244,32889	0,182894074094358
244,57889	0,183084074094358
244,82889	0,182834074094358
245,07889	0,182984074094358
245,32889	0,182994074094358
245,57889	0,183284074094358
245,82889	0,183064074094358
246,07889	0,183374074094358
246,32889	0,183704074094358
246,57889	0,183734074094358
246,82889	0,183574074094358
247,07889	0,184024074094358
247,32889	0,184184074094358
247,57889	0,183744074094358
247,82889	0,184534074094358
248,07889	0,184364074094358
248,32889	0,184624074094358
248,57889	0,184394074094358
