	G_PS
1344.6	0.0799047843384928
1346.53	0.0794211843384924
1348.46	0.0774751843384927
1350.39	0.0767490843384926
1352.32	0.0773577843384925
1354.24	0.0764578843384927
1356.17	0.0745832843384928
1358.1	0.0758281843384925
1360.03	0.0775906843384928
1361.96	0.0746930843384925
1363.89	0.0742281843384927
1365.82	0.0823557843384926
1367.75	0.0939472843384928
1369.68	0.107956284338492
1371.61	0.125023184338493
1373.54	0.137724184338493
1375.47	0.143270184338493
1377.39	0.151358184338493
1379.32	0.160758184338493
1381.25	0.166087184338493
1383.18	0.173335184338493
1385.11	0.183129184338493
1387.04	0.187045184338493
1388.97	0.191325184338492
1390.9	0.205396184338493
1392.83	0.222071184338493
1394.76	0.232715184338493
1396.69	0.235493184338492
1398.61	0.233790184338493
1400.54	0.233955184338493
1402.47	0.235102184338493
1404.4	0.225703184338493
1406.33	0.207037184338493
1408.26	0.193966184338493
1410.19	0.181921184338492
1412.12	0.165744184338493
1414.05	0.157392184338493
1415.98	0.154922184338492
1417.91	0.141032184338493
1419.83	0.123397184338493
1421.76	0.121140184338493
1423.69	0.123916184338493
1425.62	0.126508184338493
1427.55	0.132967184338493
1429.48	0.141011184338493
1431.41	0.146250184338493
1433.34	0.146681184338493
1435.27	0.131858184338493
1437.2	0.101377584338493
1439.13	0.0854767843384927
1441.06	0.0831337843384925
1442.98	0.0805643843384924
1444.91	0.0783710843384928
1446.84	0.0767707843384926
1448.77	0.0725434843384924
1450.7	0.0727970843384926
1452.63	0.0829095843384926
1454.56	0.0951967843384929
1456.49	0.0868647843384927
1458.42	0.0585036843384925
1460.35	0.0580221843384927
1462.28	0.0702083843384926
1464.2	0.0708701843384927
1466.13	0.0603626843384926
1468.06	0.0620255843384925
1469.99	0.0705275843384925
1471.92	0.0653661843384925
1473.85	0.0465139843384925
1475.78	0.0411723843384926
1477.71	0.0438054843384927
1479.64	0.0444674843384925
1481.57	0.0433586843384925
1483.5	0.0454194843384927
1485.43	0.0527434843384929
1487.35	0.0577393843384928
1489.28	0.0475643843384925
1491.21	0.0374464843384925
1493.14	0.0436056843384924
1495.07	0.0537077843384925
1497	0.0506644843384927
1498.93	0.0379193843384926
1500.86	0.0389842843384924
1502.79	0.0515837843384928
1504.72	0.0638352843384928
1506.65	0.0517972843384928
1508.57	0.0236767943384928
1510.5	0.0254892843384926
1512.43	0.0398628843384925
1514.36	0.0506471843384926
1516.29	0.0524131843384925
1518.22	0.0506571843384926
1520.15	0.0452014843384925
1522.08	0.0360692843384927
1524.01	0.0321550843384926
1525.94	0.0301722843384926
1527.87	0.0319072843384927
1529.8	0.0409007843384925
1531.72	0.0452698843384924
1533.65	0.0367581843384928
1535.58	0.0373322843384925
1537.51	0.0527830843384924
1539.44	0.0576133843384925
1541.37	0.0315384843384927
1543.3	0.0217109243384925
1545.23	0.0262149843384925
1547.16	0.0331238843384924
1549.09	0.0408041843384925
1551.02	0.0438256843384925
1552.94	0.0456898843384925
1554.87	0.0570208843384927
1556.8	0.0666849843384925
1558.73	0.0380744843384928
1560.66	0.0145997743384925
1562.59	0.0220135243384925
1564.52	0.0344550843384925
1566.45	0.0426640843384924
1568.38	0.0398404843384927
1570.31	0.0324239843384926
1572.24	0.0382112843384927
1574.16	0.0487959843384926
1576.09	0.0423043843384927
1578.02	0.0294762843384926
1579.95	0.0325683843384925
1581.88	0.0378083843384927
1583.81	0.0371288843384927
1585.74	0.0367508843384927
1587.67	0.0382007843384926
1589.6	0.0387265843384927
1591.53	0.0403174843384928
1593.46	0.0415291843384926
1595.39	0.0400095843384927
1597.31	0.0396684843384927
1599.24	0.0410576843384924
1601.17	0.0400059843384928
1603.1	0.0369751843384925
1605.03	0.0363694843384925
1606.96	0.0375440843384927
1608.89	0.0358148843384924
1610.82	0.0351535843384925
1612.75	0.0427840843384928
1614.68	0.0499492843384926
1616.61	0.0408779843384925
1618.53	0.0339929843384925
1620.46	0.0414784843384925
1622.39	0.0439021843384926
1624.32	0.0376576843384928
1626.25	0.0363613843384925
1628.18	0.0356600843384927
1630.11	0.0373286843384926
1632.04	0.0480633843384926
1633.97	0.0546605843384929
1635.9	0.0373018843384925
1637.83	0.0235460343384926
1639.76	0.0297384843384925
1641.68	0.0423970843384929
1643.61	0.0551333843384927
1645.54	0.0544272843384928
1647.47	0.0388123843384927
1649.4	0.0432250843384927
1651.33	0.0558957843384928
1653.26	0.0349227843384927
1655.19	0.0137551843384927
1657.12	0.0285859843384926
1659.05	0.0452977843384925
1660.98	0.0477991843384928
1662.9	0.0406411843384928
1664.83	0.0439247843384925
1666.76	0.0534279843384926
1668.69	0.0519030843384924
1670.62	0.0406786843384928
1672.55	0.0418080843384927
1674.48	0.0450075843384927
1676.41	0.0398462843384926
1678.34	0.0440001843384925
1680.27	0.0609802843384926
1682.2	0.0686053843384928
1684.12	0.0465470843384925
1686.05	0.0351658843384928
1687.98	0.0401453843384925
1689.91	0.0445809843384928
1691.84	0.0512954843384925
1693.77	0.0606185843384925
1695.7	0.0638308843384925
1697.63	0.0574854843384927
1699.56	0.0507377843384926
1701.49	0.0505857843384927
1703.42	0.0552902843384926
1705.35	0.0590354843384926
1707.27	0.0596177843384926
1709.2	0.0619041843384927
1711.13	0.0687207843384927
1713.06	0.0779445843384927
1714.99	0.0805225843384925
1716.92	0.0622327843384927
1718.85	0.0445228843384928
1720.78	0.0461880843384925
1722.71	0.0524402843384926
1724.64	0.0556010843384929
1726.57	0.0605421843384928
1728.49	0.0727736843384927
1730.42	0.0865701843384925
1732.35	0.0830514843384926
1734.28	0.0612007843384927
1736.21	0.0586899843384927
1738.14	0.0708026843384926
1740.07	0.0751693843384929
1742	0.0702615843384926
1743.93	0.0697045843384925
1745.86	0.0730021843384927
1747.79	0.0708739843384927
1749.72	0.0609787843384928
1751.64	0.0546561843384925
1753.57	0.0562383843384926
1755.5	0.0586423843384924
1757.43	0.0588122843384928
1759.36	0.0579257843384928
1761.29	0.0534086843384927
1763.22	0.0481825843384924
1765.15	0.0504119843384925
1767.08	0.0570279843384927
1769.01	0.0619964843384926
1770.94	0.0617897843384925
1772.86	0.0525087843384928
1774.79	0.0461872843384925
1776.72	0.0509280843384925
1778.65	0.0551751843384927
1780.58	0.0532592843384925
1782.51	0.0537896843384926
1784.44	0.0556153843384926
1786.37	0.0558899843384926
1788.3	0.0620357843384927
1790.23	0.0685557843384927
1792.16	0.0600485843384928
1794.08	0.0509672843384927
1796.01	0.0574962843384927
1797.94	0.0658035843384925
1799.87	0.0643240843384927
1801.8	0.0585916843384928
1803.73	0.0580988843384929
1805.66	0.0612465843384928
1807.59	0.0626431843384925
1809.52	0.0608459843384925
1811.45	0.0603835843384926
1813.38	0.0652766843384929
1815.31	0.0716378843384926
1817.23	0.0731652843384927
1819.16	0.0726391843384926
1821.09	0.0764601843384924
1823.02	0.0790768843384928
1824.95	0.0760348843384926
1826.88	0.0768991843384925
1828.81	0.0798983843384926
1830.74	0.0745403843384929
1832.67	0.0726839843384925
1834.6	0.0796266843384927
1836.53	0.0815354843384926
1838.45	0.0777842843384926
1840.38	0.0822938843384926
1842.31	0.0906329843384928
1844.24	0.0871366843384926
1846.17	0.0784706843384928
1848.1	0.0782857843384925
1850.03	0.0817902843384926
1851.96	0.0852486843384925
1853.89	0.0892074843384925
1855.82	0.0902569843384926
1857.75	0.0863731843384925
1859.68	0.0835667843384926
1861.6	0.0877513843384925
1863.53	0.0969374843384925
1865.46	0.103874284338493
1867.39	0.100950284338493
1869.32	0.0903749843384927
1871.25	0.0862390843384926
1873.18	0.0889595843384927
1875.11	0.0910186843384926
1877.04	0.0920393843384928
1878.97	0.0956173843384929
1880.9	0.0990979843384925
1882.82	0.0987149843384927
1884.75	0.0990158843384927
1886.68	0.103112984338493
1888.61	0.105072584338493
1890.54	0.104215084338493
1892.47	0.107389484338493
1894.4	0.110048884338493
1896.33	0.105019184338492
1898.26	0.100517584338493
1900.19	0.103681884338493
1902.12	0.108088484338493
1904.05	0.109946984338493
1905.97	0.113221884338492
1907.9	0.115259184338492
1909.83	0.111209884338493
1911.76	0.109925184338493
1913.69	0.117585184338493
1915.62	0.122622184338493
1917.55	0.116828184338493
1919.48	0.112861484338493
1921.41	0.116701184338493
1923.34	0.118512184338493
1925.27	0.117215184338493
1927.19	0.117999184338493
1929.12	0.119996184338492
1931.05	0.122623184338493
1932.98	0.123855184338493
1934.91	0.120897184338493
1936.84	0.120634184338493
1938.77	0.127366184338493
1940.7	0.131149184338493
1942.63	0.125638184338493
1944.56	0.118700184338493
1946.49	0.116083184338493
1948.41	0.118332184338493
1950.34	0.124868184338493
1952.27	0.132208184338493
1954.2	0.140731184338493
1956.13	0.150742184338493
1958.06	0.151457184338493
1959.99	0.139600184338493
1961.92	0.132922184338493
1963.85	0.139656184338492
1965.78	0.143678184338493
1967.71	0.135440184338492
1969.64	0.129592184338493
1971.56	0.133648184338492
1973.49	0.138684184338493
1975.42	0.141278184338493
1977.35	0.145708184338492
1979.28	0.148363184338493
1981.21	0.143832184338493
1983.14	0.137903184338493
1985.07	0.136459184338493
1987	0.137255184338493
1988.93	0.139345184338493
1990.86	0.142718184338493
1992.78	0.141872184338493
1994.71	0.136889184338493
1996.64	0.134685184338493
1998.57	0.135684184338493
2000.5	0.137421184338493
2002.43	0.139777184338493
2004.36	0.140193184338492
2006.29	0.138771184338493
2008.22	0.140534184338493
2010.15	0.143520184338493
2012.08	0.143274184338493
2014.01	0.142957184338492
2015.93	0.142510184338493
2017.86	0.138214184338493
2019.79	0.136436184338493
2021.72	0.142417184338492
2023.65	0.148228184338493
2025.58	0.148521184338493
2027.51	0.148354184338493
2029.44	0.146881184338493
2031.37	0.139145184338493
2033.3	0.132122184338493
2035.23	0.133671184338493
2037.15	0.138286184338493
2039.08	0.140487184338493
2041.01	0.142700184338493
2042.94	0.143626184338493
2044.87	0.141081184338493
2046.8	0.138812184338493
2048.73	0.136659184338493
2050.66	0.132117184338493
2052.59	0.130431184338493
2054.52	0.135134184338493
2056.45	0.139551184338492
2058.37	0.137655184338493
2060.3	0.131564184338492
2062.23	0.125146184338492
2064.16	0.120216184338493
2066.09	0.117778184338493
2068.02	0.118340184338493
2069.95	0.121869184338493
2071.88	0.126644184338493
2073.81	0.128684184338493
2075.74	0.126474184338492
2077.67	0.124034184338492
2079.6	0.124470184338493
2081.52	0.124544184338493
2083.45	0.120432184338493
2085.38	0.114726184338493
2087.31	0.112599884338493
2089.24	0.114587184338493
2091.17	0.117270184338492
2093.1	0.119031184338493
2095.03	0.120645184338493
2096.96	0.122121184338493
2098.89	0.124141184338493
2100.82	0.128210184338493
2102.74	0.131216184338493
2104.67	0.127783184338492
2106.6	0.120564184338493
2108.53	0.118193184338493
2110.46	0.122920184338493
2112.39	0.127574184338493
2114.32	0.124941184338493
2116.25	0.117101184338493
2118.18	0.111778584338493
2120.11	0.111482984338493
2122.04	0.112708384338493
2123.97	0.114495184338493
2125.89	0.119207184338493
2127.82	0.125575184338492
2129.75	0.130306184338493
2131.68	0.133880184338492
2133.61	0.137204184338493
2135.54	0.138432184338493
2137.47	0.137596184338493
2139.4	0.137755184338493
2141.33	0.139887184338493
2143.26	0.140972184338493
2145.19	0.139142184338493
2147.11	0.138003184338493
2149.04	0.139910184338492
2150.97	0.141794184338492
2152.9	0.144935184338493
2154.83	0.152626184338493
2156.76	0.156574184338492
2158.69	0.150448184338493
2160.62	0.144630184338493
2162.55	0.143724184338493
2164.48	0.140690184338493
2166.41	0.138874184338493
2168.33	0.144385184338493
2170.26	0.149350184338493
2172.19	0.148459184338493
2174.12	0.148490184338493
2176.05	0.150069184338493
2177.98	0.146583184338493
2179.91	0.139864184338493
2181.84	0.137474184338493
2183.77	0.140661184338493
2185.7	0.144153184338493
2187.63	0.144051184338493
2189.56	0.141845184338492
2191.48	0.138747184338493
2193.41	0.132827184338493
2195.34	0.126667184338493
2197.27	0.125795184338493
2199.2	0.128112184338493
2201.13	0.129736184338493
2203.06	0.133883184338492
2204.99	0.140046184338493
2206.92	0.140503184338493
2208.85	0.134443184338493
2210.78	0.128272184338493
2212.7	0.125664184338492
2214.63	0.125946184338493
2216.56	0.125663184338493
2218.49	0.125399184338493
2220.42	0.130960184338492
2222.35	0.138486184338493
2224.28	0.136684184338493
2226.21	0.128758184338493
2228.14	0.125113184338493
2230.07	0.124791184338493
2232	0.124612184338493
2233.93	0.126622184338493
2235.85	0.129156184338493
2237.78	0.128938184338493
2239.71	0.127953184338493
2241.64	0.127405184338492
2243.57	0.126858184338493
2245.5	0.126311184338493
2247.43	0.125765184338493
2249.36	0.125220184338493
2251.29	0.124675184338493
2253.22	0.124131184338493
2255.15	0.123587184338493
2257.07	0.123045184338493
2259	0.122502184338493
2260.93	0.121961184338493
2262.86	0.121420184338493
2264.79	0.120880184338493
2266.72	0.120340184338493
2268.65	0.119801184338493
2270.58	0.119263184338493
2272.51	0.118725184338492
2274.44	0.118188184338492
2276.37	0.117652184338493
2278.29	0.117116184338493
2280.22	0.116581184338493
2282.15	0.116046184338493
2284.08	0.115512184338493
2286.01	0.114979184338493
2287.94	0.114447184338493
2289.87	0.113914184338493
2291.8	0.113383284338493
2293.73	0.112852484338493
2295.66	0.112322284338493
2297.59	0.111792784338493
2299.52	0.111263884338493
2301.44	0.110735484338492
2303.37	0.110207784338493
2305.3	0.109680684338493
2307.23	0.109154284338493
2309.16	0.108628384338493
2311.09	0.108103084338492
2313.02	0.107578384338493
2314.95	0.107054384338493
2316.88	0.106530884338492
2318.81	0.106007984338492
2320.74	0.105485784338493
2322.66	0.104964084338492
2324.59	0.104443084338492
2326.52	0.103922584338493
2328.45	0.103402684338493
2330.38	0.102883384338493
2332.31	0.102364684338493
2334.24	0.101846584338493
2336.17	0.101329084338493
2338.1	0.100812184338493
2340.03	0.100295784338493
2341.96	0.0997800843384926
2343.89	0.0992648843384925
2345.81	0.0987502843384926
2347.74	0.0982362843384927
2349.67	0.0977227843384925
2351.6	0.0972099843384928
2353.53	0.0966976843384928
2355.46	0.0961859843384927
2357.39	0.0956747843384926
2359.32	0.0951642843384928
2361.25	0.0946542843384925
2363.18	0.0941448843384927
2365.11	0.0936359843384929
2367.03	0.0931276843384925
2368.96	0.0926199843384925
2370.89	0.0921127843384926
2372.82	0.0916061843384925
2374.75	0.0911001843384924
2376.68	0.0905946843384928
2378.61	0.0900897843384927
2380.54	0.0895854843384924
2382.47	0.0890816843384927
2384.4	0.0885783843384926
2386.33	0.0880756843384924
2388.26	0.0875735843384926
2390.18	0.0870719843384928
2392.11	0.0865709843384925
2394.04	0.0860704843384927
2395.97	0.0855704843384926
2397.9	0.0850710843384928
2399.83	0.0845722843384928
2401.76	0.0850480843384926
2403.69	0.0890608843384926
2405.62	0.0922154843384928
2407.55	0.0919897843384927
2409.48	0.0912431843384929
2411.4	0.0912041843384928
2413.33	0.0902234843384928
2415.26	0.0886367843384925
2417.19	0.0885939843384929
2419.12	0.0902863843384925
2421.05	0.0918316843384925
2422.98	0.0924234843384926
2424.91	0.0924130843384927
2426.84	0.0911640843384927
2428.77	0.0893365843384926
2430.7	0.0903177843384926
2432.62	0.0946657843384928
2434.55	0.0981456843384927
2436.48	0.0980396843384925
2438.41	0.0955925843384926
2440.34	0.0925550843384926
2442.27	0.0903898843384927
2444.2	0.0904751843384926
2446.13	0.0925335843384927
2448.06	0.0943352843384928
2449.99	0.0940001843384928
2451.92	0.0928091843384928
2453.85	0.0928930843384927
2455.77	0.0925354843384927
2457.7	0.0904422843384927
2459.63	0.0903401843384928
2461.56	0.0929035843384924
2463.49	0.0930404843384927
2465.42	0.0905839843384926
2467.35	0.0901709843384926
2469.28	0.0913061843384928
2471.21	0.0909980843384925
2473.14	0.0907298843384927
2475.07	0.0928282843384927
2476.99	0.0956814843384928
2478.92	0.0967362843384927
2480.85	0.0968907843384925
2482.78	0.0985700843384927
2484.71	0.101169784338492
2486.64	0.101769084338493
2488.57	0.0989569843384928
2490.5	0.0947160843384927
2492.43	0.0933505843384927
2494.36	0.0961354843384927
2496.29	0.0986937843384927
2498.22	0.0980908843384927
2500.14	0.0969219843384925
2502.07	0.0970864843384924
2504	0.0972793843384925
2505.93	0.0969901843384928
2507.86	0.0974608843384925
2509.79	0.0988075843384926
2511.72	0.0988535843384928
2513.65	0.0966946843384928
2515.58	0.0950582843384926
2517.51	0.0963917843384925
2519.44	0.100253084338493
2521.36	0.103719584338493
2523.29	0.102192284338493
2525.22	0.0960769843384925
2527.15	0.0928629843384927
2529.08	0.0955379843384927
2531.01	0.0992288843384928
2532.94	0.100782584338493
2534.87	0.100142084338493
2536.8	0.0969641843384927
2538.73	0.0931267843384926
2540.66	0.0914809843384927
2542.58	0.0922275843384925
2544.51	0.0934244843384926
2546.44	0.0927008843384924
2548.37	0.0911612843384928
2550.3	0.0929799843384926
2552.23	0.0968919843384928
2554.16	0.0972408843384929
2556.09	0.0942195843384925
2558.02	0.0916654843384928
2559.95	0.0902483843384925
2561.88	0.0901336843384928
2563.81	0.0914269843384927
2565.73	0.0915456843384925
2567.66	0.0897834843384926
2569.59	0.0899524843384927
2571.52	0.0933975843384927
2573.45	0.0955702843384927
2575.38	0.0937804843384926
2577.31	0.0920976843384929
2579.24	0.0933603843384927
2581.17	0.0942662843384925
2583.1	0.0928562843384926
2585.03	0.0913200843384927
2586.95	0.0899806843384927
2588.88	0.0882867843384925
2590.81	0.0879848843384927
2592.74	0.0888286843384924
2594.67	0.0880110843384925
